id	port_status	implementation	legacy_field	legacy_class	old_texture	new_texture	old_zh_cn	new_zh_cn	legacy_block_item	initializer
mp_thruster_10_kerosene	formal	HbmItems dynamic material/specialized registration	mp_thruster_10_kerosene	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_10_kerosene = new ItemCustomMissilePart().makeThruster(FuelType.KEROSENE, 1F, 1.5F, PartSize.SIZE_10).setHealth(10F) .setUnlocalizedName("mp_thruster_10_kerosene")
mp_thruster_10_solid	formal	HbmItems dynamic material/specialized registration	mp_thruster_10_solid	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_10_solid = new ItemCustomMissilePart().makeThruster(FuelType.SOLID, 1F, 1.5F, PartSize.SIZE_10).setHealth(15F) .setUnlocalizedName("mp_thruster_10_solid")
mp_thruster_10_xenon	formal	HbmItems dynamic material/specialized registration	mp_thruster_10_xenon	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_10_xenon = new ItemCustomMissilePart().makeThruster(FuelType.XENON, 1F, 1.5F, PartSize.SIZE_10).setHealth(5F) .setUnlocalizedName("mp_thruster_10_xenon")
mp_thruster_15_balefire	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_balefire	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_balefire = new ItemCustomMissilePart().makeThruster(FuelType.BALEFIRE, 1F, 5F, PartSize.SIZE_15).setHealth(25F) .setUnlocalizedName("mp_thruster_15_balefire")
mp_thruster_15_balefire_large	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_balefire_large	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_balefire_large = new ItemCustomMissilePart().makeThruster(FuelType.BALEFIRE, 1F, 7.5F, PartSize.SIZE_15).setHealth(35F) .setUnlocalizedName("mp_thruster_15_balefire_large")
mp_thruster_15_balefire_large_rad	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_balefire_large_rad	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_balefire_large_rad = new ItemCustomMissilePart().makeThruster(FuelType.BALEFIRE, 1F, 7.5F, PartSize.SIZE_15).setAuthor("The Master").setHealth(35F).setRarity(Rarity.UNCOMMON).setUnlocalizedName("mp_thruster_15_balefire_large_rad")
mp_thruster_15_balefire_short	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_balefire_short	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_balefire_short = new ItemCustomMissilePart().makeThruster(FuelType.BALEFIRE, 1F, 5F, PartSize.SIZE_15).setHealth(25F) .setUnlocalizedName("mp_thruster_15_balefire_short")
mp_thruster_15_hydrogen	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_hydrogen	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_hydrogen = new ItemCustomMissilePart().makeThruster(FuelType.HYDROGEN, 1F, 7.5F, PartSize.SIZE_15).setHealth(20F) .setUnlocalizedName("mp_thruster_15_hydrogen")
mp_thruster_15_hydrogen_dual	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_hydrogen_dual	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_hydrogen_dual = new ItemCustomMissilePart().makeThruster(FuelType.HYDROGEN, 1F, 2.5F, PartSize.SIZE_15).setHealth(15F) .setUnlocalizedName("mp_thruster_15_hydrogen_dual")
mp_thruster_15_kerosene	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_kerosene	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_kerosene = new ItemCustomMissilePart().makeThruster(FuelType.KEROSENE, 1F, 7.5F, PartSize.SIZE_15).setHealth(15F) .setUnlocalizedName("mp_thruster_15_kerosene")
mp_thruster_15_kerosene_dual	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_kerosene_dual	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_kerosene_dual = new ItemCustomMissilePart().makeThruster(FuelType.KEROSENE, 1F, 2.5F, PartSize.SIZE_15).setHealth(15F) .setUnlocalizedName("mp_thruster_15_kerosene_dual")
mp_thruster_15_kerosene_triple	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_kerosene_triple	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_kerosene_triple = new ItemCustomMissilePart().makeThruster(FuelType.KEROSENE, 1F, 5F, PartSize.SIZE_15).setHealth(15F) .setUnlocalizedName("mp_thruster_15_kerosene_triple")
mp_thruster_15_solid	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_solid	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_solid = new ItemCustomMissilePart().makeThruster(FuelType.SOLID, 1F, 5F, PartSize.SIZE_15).setHealth(20F) .setUnlocalizedName("mp_thruster_15_solid")
mp_thruster_15_solid_hexdecuple	formal	HbmItems dynamic material/specialized registration	mp_thruster_15_solid_hexdecuple	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_15_solid_hexdecuple = new ItemCustomMissilePart().makeThruster(FuelType.SOLID, 1F, 5F, PartSize.SIZE_15).setHealth(25F).setRarity(Rarity.UNCOMMON).setUnlocalizedName("mp_thruster_15_solid_hexdecuple")
mp_thruster_20_kerosene	formal	HbmItems dynamic material/specialized registration	mp_thruster_20_kerosene	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_20_kerosene = new ItemCustomMissilePart().makeThruster(FuelType.KEROSENE, 1F, 100F, PartSize.SIZE_20).setHealth(30F) .setUnlocalizedName("mp_thruster_20_kerosene")
mp_thruster_20_kerosene_dual	formal	HbmItems dynamic material/specialized registration	mp_thruster_20_kerosene_dual	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_20_kerosene_dual = new ItemCustomMissilePart().makeThruster(FuelType.KEROSENE, 1F, 100F, PartSize.SIZE_20).setHealth(30F) .setUnlocalizedName("mp_thruster_20_kerosene_dual")
mp_thruster_20_kerosene_triple	formal	HbmItems dynamic material/specialized registration	mp_thruster_20_kerosene_triple	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_20_kerosene_triple = new ItemCustomMissilePart().makeThruster(FuelType.KEROSENE, 1F, 100F, PartSize.SIZE_20).setHealth(30F) .setUnlocalizedName("mp_thruster_20_kerosene_triple")
mp_thruster_20_solid	formal	HbmItems dynamic material/specialized registration	mp_thruster_20_solid	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_20_solid = new ItemCustomMissilePart().makeThruster(FuelType.SOLID, 1F, 100F, PartSize.SIZE_20).setHealth(35F).setWittyText("It's basically just a big hole at the end of the fuel tank.").setUnlocalizedName("mp_thruster_20_solid")
mp_thruster_20_solid_multi	formal	HbmItems dynamic material/specialized registration	mp_thruster_20_solid_multi	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_20_solid_multi = new ItemCustomMissilePart().makeThruster(FuelType.SOLID, 1F, 100F, PartSize.SIZE_20).setHealth(35F) .setUnlocalizedName("mp_thruster_20_solid_multi")
mp_thruster_20_solid_multier	formal	HbmItems dynamic material/specialized registration	mp_thruster_20_solid_multier	ItemCustomMissilePart	False	False	True	True	False	mp_thruster_20_solid_multier = new ItemCustomMissilePart().makeThruster(FuelType.SOLID, 1F, 100F, PartSize.SIZE_20).setHealth(35F).setWittyText("Did I miscount? Hope not.").setUnlocalizedName("mp_thruster_20_solid_multier")
mp_warhead_10_buster	formal	HbmItems dynamic material/specialized registration	mp_warhead_10_buster	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_10_buster = new ItemCustomMissilePart().makeWarhead(WarheadType.BUSTER, 5F, 1.5F, PartSize.SIZE_10).setHealth(5F) .setUnlocalizedName("mp_warhead_10_buster").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_10_cloud	formal	HbmItems dynamic material/specialized registration	mp_warhead_10_cloud	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_10_cloud = new ItemCustomMissilePart().makeWarhead(WarheadType.CLOUD, 15F, 1.5F, PartSize.SIZE_10).setHealth(20F).setRarity(Rarity.RARE).setUnlocalizedName("mp_warhead_10_cloud").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_10_he	formal	HbmItems dynamic material/specialized registration	mp_warhead_10_he	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_10_he = new ItemCustomMissilePart().makeWarhead(WarheadType.HE, 15F, 1.5F, PartSize.SIZE_10).setHealth(5F) .setUnlocalizedName("mp_warhead_10_he").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_10_incendiary	formal	HbmItems dynamic material/specialized registration	mp_warhead_10_incendiary	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_10_incendiary = new ItemCustomMissilePart().makeWarhead(WarheadType.INC, 15F, 1.5F, PartSize.SIZE_10).setHealth(5F) .setUnlocalizedName("mp_warhead_10_incendiary").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_10_nuclear	formal	HbmItems dynamic material/specialized registration	mp_warhead_10_nuclear	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_10_nuclear = new ItemCustomMissilePart().makeWarhead(WarheadType.NUCLEAR, 35F, 1.5F, PartSize.SIZE_10).setTitle("Tater Tot").setHealth(10F).setUnlocalizedName("mp_warhead_10_nuclear").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_10_nuclear_large	formal	HbmItems dynamic material/specialized registration	mp_warhead_10_nuclear_large	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_10_nuclear_large = new ItemCustomMissilePart().makeWarhead(WarheadType.NUCLEAR, 75F, 2.5F, PartSize.SIZE_10).setTitle("Chernobyl Boris").setHealth(15F).setUnlocalizedName("mp_warhead_10_nuclear_large").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_10_taint	formal	HbmItems dynamic material/specialized registration	mp_warhead_10_taint	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_10_taint = new ItemCustomMissilePart().makeWarhead(WarheadType.TAINT, 15F, 1.5F, PartSize.SIZE_10).setHealth(20F).setRarity(Rarity.UNCOMMON).setWittyText("Eat my taint! Bureaucracy is dead and we killed it!").setUnlocalizedName("mp_warhead_10_taint").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_15_balefire	formal	HbmItems dynamic material/specialized registration	mp_warhead_15_balefire	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_15_balefire = new ItemCustomMissilePart().makeWarhead(WarheadType.BALEFIRE, 100F, 7.5F, PartSize.SIZE_15).setRarity(Rarity.LEGENDARY).setAuthor("VT-6/24").setHealth(15F).setWittyText("Hightower, never forgetti.").setUnlocalizedName("mp_warhead_15_balefire").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_15_boxcar	formal	HbmItems dynamic material/specialized registration	mp_warhead_15_boxcar	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_15_boxcar = new ItemCustomMissilePart().makeWarhead(WarheadType.TX, 250F, 7.5F, PartSize.SIZE_15).setWittyText("?!?!").setHealth(35F).setRarity(Rarity.LEGENDARY).setUnlocalizedName("mp_warhead_15_boxcar").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_15_he	formal	HbmItems dynamic material/specialized registration	mp_warhead_15_he	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_15_he = new ItemCustomMissilePart().makeWarhead(WarheadType.HE, 50F, 2.5F, PartSize.SIZE_15).setHealth(10F) .setUnlocalizedName("mp_warhead_15_he").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_15_incendiary	formal	HbmItems dynamic material/specialized registration	mp_warhead_15_incendiary	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_15_incendiary = new ItemCustomMissilePart().makeWarhead(WarheadType.INC, 35F, 2.5F, PartSize.SIZE_15).setHealth(10F) .setUnlocalizedName("mp_warhead_15_incendiary").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_15_n2	formal	HbmItems dynamic material/specialized registration	mp_warhead_15_n2	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_15_n2 = new ItemCustomMissilePart().makeWarhead(WarheadType.N2, 100F, 5F, PartSize.SIZE_15).setWittyText("[screams geometrically]").setHealth(20F).setRarity(Rarity.RARE).setUnlocalizedName("mp_warhead_15_n2").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_15_nuclear	formal	HbmItems dynamic material/specialized registration	mp_warhead_15_nuclear	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_15_nuclear = new ItemCustomMissilePart().makeWarhead(WarheadType.NUCLEAR, 125F, 5F, PartSize.SIZE_15).setTitle("Auntie Bertha").setHealth(15F).setUnlocalizedName("mp_warhead_15_nuclear").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mp_warhead_15_nuclear_mimi	formal	HbmItems dynamic material/specialized registration	mp_warhead_15_nuclear_mimi	ItemCustomMissilePart	False	False	True	False	False	mp_warhead_15_nuclear_mimi = ((ItemCustomMissilePart) mp_warhead_15_nuclear).copy().setRarity(Rarity.RARE).setTitle("FASHIONABLE MISSILE").setUnlocalizedName("mp_warhead_15_nuclear_mimi")
mp_warhead_15_nuclear_shark	formal	HbmItems dynamic material/specialized registration	mp_warhead_15_nuclear_shark	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_15_nuclear_shark = ((ItemCustomMissilePart) mp_warhead_15_nuclear).copy().setRarity(Rarity.UNCOMMON).setTitle("Discount Bullet Bill").setWittyText("Nose art on a cannon bullet? Who does that?").setUnlocalizedName("mp_warhead_15_nuclear_shark")
mp_warhead_15_turbine	formal	HbmItems dynamic material/specialized registration	mp_warhead_15_turbine	ItemCustomMissilePart	False	False	True	True	False	mp_warhead_15_turbine = new ItemCustomMissilePart().makeWarhead(WarheadType.TURBINE, 200F, 5F, PartSize.SIZE_15).setRarity(Rarity.SEWS_CLOTHES_AND_SUCKS_HORSE_COCK).setHealth(250F).setUnlocalizedName("mp_warhead_15_turbine").setMaxStackSize(1).setCreativeTab(MainRegistry.missileTab).setTextureName(RefStrings.MODID + ":mp_warhead")
mucho_mango	formal	HbmItems	mucho_mango	ItemMuchoMango	True	True	True	True	False	mucho_mango = new ItemMuchoMango(10).setUnlocalizedName("mucho_mango").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":mucho_mango")
multi_kit	formal	HbmItems	multi_kit	ItemStarterKit	True	True	True	True	False	multi_kit = new ItemStarterKit().setUnlocalizedName("multi_kit").setMaxStackSize(1).setCreativeTab(MainRegistry.nukeTab).setTextureName(RefStrings.MODID + ":multi_kit")
mysteryshovel	formal	HbmItems	mysteryshovel	ItemMS	False	False	True	True	False	mysteryshovel = new ItemMS().setUnlocalizedName("mysteryshovel").setFull3D().setMaxStackSize(1).setTextureName(RefStrings.MODID + ":cursed_shovel")
n2_charge	formal	HbmItems	n2_charge	ItemN2	True	True	True	True	False	n2_charge = new ItemN2().setUnlocalizedName("n2_charge").setMaxStackSize(1).setCreativeTab(MainRegistry.nukeTab).setTextureName(RefStrings.MODID + ":n2_charge")
ncrpa_boots	formal	HbmItems		UNRESOLVED	False	True	True	True	False	
ncrpa_helmet	formal	HbmItems		UNRESOLVED	False	True	True	True	False	
ncrpa_legs	formal	HbmItems		UNRESOLVED	False	True	True	True	False	
ncrpa_plate	formal	HbmItems		UNRESOLVED	False	True	True	True	False	
neutrino_lens	formal	HbmItems	neutrino_lens	ItemModLens	True	True	True	True	False	neutrino_lens = new ItemModLens().setUnlocalizedName("neutrino_lens").setTextureName(RefStrings.MODID + ":neutrino_lens")
neutron_reflector	formal	HbmItems	neutron_reflector	Item	True	True	True	True	False	neutron_reflector = new Item().setUnlocalizedName("neutron_reflector").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":neutron_reflector")
night_vision	formal	HbmItems	night_vision	ItemModNightVision	True	True	True	True	False	night_vision = new ItemModNightVision().setUnlocalizedName("night_vision").setTextureName(RefStrings.MODID + ":night_vision")
niter	formal	HbmItems	niter	Item	False	True	True	True	False	niter = new Item().setUnlocalizedName("niter").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":salpeter")
nitra	formal	HbmItems	nitra	Item	True	True	True	True	False	nitra = new Item().setUnlocalizedName("nitra").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nitra")
nitra_small	formal	HbmItems	nitra_small	Item	True	True	True	True	False	nitra_small = new Item().setUnlocalizedName("nitra_small").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nitra_small")
no9	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
nothing	formal	HbmItems	nothing	Item	True	True	True	True	False	nothing = new Item().setUnlocalizedName("nothing").setTextureName(RefStrings.MODID + ":nothing")
nuclear_waste	formal	HbmItems	nuclear_waste	ItemNuclearWaste	True	True	True	True	False	nuclear_waste = new ItemNuclearWaste().setUnlocalizedName("nuclear_waste").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste")
nuclear_waste_long	formal	HbmItems	nuclear_waste_long	ItemWasteLong	True	True	True	True	False	nuclear_waste_long = new ItemWasteLong().setUnlocalizedName("nuclear_waste_long").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_long")
nuclear_waste_long_depleted	formal	HbmItems	nuclear_waste_long_depleted	ItemWasteLong	True	True	True	True	False	nuclear_waste_long_depleted = new ItemWasteLong().setUnlocalizedName("nuclear_waste_long_depleted").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_long_depleted")
nuclear_waste_long_depleted_tiny	formal	HbmItems	nuclear_waste_long_depleted_tiny	ItemWasteLong	True	True	True	True	False	nuclear_waste_long_depleted_tiny = new ItemWasteLong().setUnlocalizedName("nuclear_waste_long_depleted_tiny").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_long_depleted_tiny")
nuclear_waste_long_tiny	formal	HbmItems	nuclear_waste_long_tiny	ItemWasteLong	True	True	True	True	False	nuclear_waste_long_tiny = new ItemWasteLong().setUnlocalizedName("nuclear_waste_long_tiny").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_long_tiny")
nuclear_waste_short	formal	HbmItems	nuclear_waste_short	ItemWasteShort	True	True	True	True	False	nuclear_waste_short = new ItemWasteShort().setUnlocalizedName("nuclear_waste_short").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_short")
nuclear_waste_short_depleted	formal	HbmItems	nuclear_waste_short_depleted	ItemWasteShort	True	True	True	True	False	nuclear_waste_short_depleted = new ItemWasteShort().setUnlocalizedName("nuclear_waste_short_depleted").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_short_depleted")
nuclear_waste_short_depleted_tiny	formal	HbmItems	nuclear_waste_short_depleted_tiny	ItemWasteShort	True	True	True	True	False	nuclear_waste_short_depleted_tiny = new ItemWasteShort().setUnlocalizedName("nuclear_waste_short_depleted_tiny").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_short_depleted_tiny")
nuclear_waste_short_tiny	formal	HbmItems	nuclear_waste_short_tiny	ItemWasteShort	True	True	True	True	False	nuclear_waste_short_tiny = new ItemWasteShort().setUnlocalizedName("nuclear_waste_short_tiny").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_short_tiny")
nuclear_waste_tiny	formal	HbmItems	nuclear_waste_tiny	ItemNuclearWaste	True	True	True	True	False	nuclear_waste_tiny = new ItemNuclearWaste().setUnlocalizedName("nuclear_waste_tiny").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_tiny")
nuclear_waste_vitrified	formal	HbmItems	nuclear_waste_vitrified	ItemNuclearWaste	True	True	True	True	False	nuclear_waste_vitrified = new ItemNuclearWaste().setUnlocalizedName("nuclear_waste_vitrified").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_vitrified")
nuclear_waste_vitrified_tiny	formal	HbmItems	nuclear_waste_vitrified_tiny	ItemNuclearWaste	True	True	True	True	False	nuclear_waste_vitrified_tiny = new ItemNuclearWaste().setUnlocalizedName("nuclear_waste_vitrified_tiny").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nuclear_waste_vitrified_tiny")
nugget	formal	HbmItems	nugget	ItemLemon	True	True	True	True	False	nugget = new ItemLemon(200, 1F, false).setUnlocalizedName("nugget").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":nugget")
nugget_actinium	formal	HbmItems dynamic material/specialized registration	nugget_actinium	Item	True	True	True	True	False	nugget_actinium = new Item().setUnlocalizedName("nugget_actinium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_actinium")
nugget_am_mix	formal	HbmItems dynamic material/specialized registration	nugget_am_mix	Item	True	True	True	True	False	nugget_am_mix = new Item().setUnlocalizedName("nugget_am_mix").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_am_mix")
nugget_am241	formal	HbmItems dynamic material/specialized registration	nugget_am241	Item	True	True	True	True	False	nugget_am241 = new Item().setUnlocalizedName("nugget_am241").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_am241")
nugget_am242	formal	HbmItems dynamic material/specialized registration	nugget_am242	Item	True	True	True	True	False	nugget_am242 = new Item().setUnlocalizedName("nugget_am242").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_am242")
nugget_americium_fuel	formal	HbmItems dynamic material/specialized registration	nugget_americium_fuel	Item	True	True	True	True	False	nugget_americium_fuel = new Item().setUnlocalizedName("nugget_americium_fuel").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_americium_fuel")
nugget_arsenic	formal	HbmItems dynamic material/specialized registration	nugget_arsenic	Item	True	True	True	True	False	nugget_arsenic = new Item().setUnlocalizedName("nugget_arsenic").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_arsenic")
nugget_au198	formal	HbmItems	nugget_au198	Item	True	True	True	True	False	nugget_au198 = new Item().setUnlocalizedName("nugget_au198").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_au198")
nugget_australium	formal	HbmItems dynamic material/specialized registration	nugget_australium	ItemCustomLore	True	True	True	True	False	nugget_australium = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("nugget_australium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_australium")
nugget_australium_greater	formal	HbmItems dynamic material/specialized registration	nugget_australium_greater	ItemCustomLore	True	True	True	True	False	nugget_australium_greater = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("nugget_australium_greater").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_australium_greater")
nugget_australium_lesser	formal	HbmItems dynamic material/specialized registration	nugget_australium_lesser	ItemCustomLore	True	True	True	True	False	nugget_australium_lesser = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("nugget_australium_lesser").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_australium_lesser")
nugget_beryllium	formal	HbmItems dynamic material/specialized registration	nugget_beryllium	Item	True	True	True	True	False	nugget_beryllium = new Item().setUnlocalizedName("nugget_beryllium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_beryllium")
nugget_bismuth	formal	HbmItems dynamic material/specialized registration	nugget_bismuth	Item	True	True	True	True	False	nugget_bismuth = new Item().setUnlocalizedName("nugget_bismuth").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_bismuth")
nugget_co60	formal	HbmItems dynamic material/specialized registration	nugget_co60	Item	True	True	True	True	False	nugget_co60 = new Item().setUnlocalizedName("nugget_co60").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_co60")
nugget_cobalt	formal	HbmItems dynamic material/specialized registration	nugget_cobalt	Item	True	True	True	True	False	nugget_cobalt = new Item().setUnlocalizedName("nugget_cobalt").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_cobalt")
nugget_desh	formal	HbmItems dynamic material/specialized registration	nugget_desh	ItemCustomLore	True	True	True	True	False	nugget_desh = new ItemCustomLore().setUnlocalizedName("nugget_desh").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_desh")
nugget_dineutronium	formal	HbmItems dynamic material/specialized registration	nugget_dineutronium	ItemCustomLore	True	True	True	True	False	nugget_dineutronium = new ItemCustomLore().setUnlocalizedName("nugget_dineutronium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_dineutronium")
nugget_euphemium	formal	HbmItems dynamic material/specialized registration	nugget_euphemium	ItemCustomLore	True	True	True	True	False	nugget_euphemium = new ItemCustomLore().setRarity(EnumRarity.epic).setUnlocalizedName("nugget_euphemium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_euphemium")
nugget_gh336	formal	HbmItems dynamic material/specialized registration	nugget_gh336	ItemCustomLore	True	True	True	True	False	nugget_gh336 = new ItemCustomLore().setRarity(EnumRarity.epic).setUnlocalizedName("nugget_gh336").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_gh336")
nugget_hes	formal	HbmItems dynamic material/specialized registration	nugget_hes	Item	True	True	True	True	False	nugget_hes = new Item().setUnlocalizedName("nugget_hes").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_hes")
nugget_lead	formal	HbmItems dynamic material/specialized registration	nugget_lead	Item	True	True	True	True	False	nugget_lead = new Item().setUnlocalizedName("nugget_lead").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_lead")
nugget_les	formal	HbmItems dynamic material/specialized registration	nugget_les	Item	True	True	True	True	False	nugget_les = new Item().setUnlocalizedName("nugget_les").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_les")
nugget_mercury	formal	HbmItems dynamic material/specialized registration	ingot_mercury	ItemCustomLore	True	True	True	True	False	ingot_mercury = new ItemCustomLore().setUnlocalizedName("nugget_mercury").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_mercury")
nugget_mercury_tiny	formal	HbmItems dynamic material/specialized registration	nugget_mercury	Item	True	True	True	True	False	nugget_mercury = new Item().setUnlocalizedName("nugget_mercury_tiny").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_mercury_tiny")
nugget_mox_fuel	formal	HbmItems dynamic material/specialized registration	nugget_mox_fuel	Item	True	True	True	True	False	nugget_mox_fuel = new Item().setUnlocalizedName("nugget_mox_fuel").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":nugget_mox_fuel")
